판매중,챗봇ID,챗봇,콘텐츠 타입,스킬ID,스킬,주제,topic,intents,temporal,웹 정상가,웹 판매가,앱 정상가,앱 판매가,앱 정상가(하트 가격),앱 판매가(하트 가격),판매종료 여부,출시일,ARPPU,인당 구매 횟수,건당 구매 금액,진입 사용자수,구매횟수,구매자수,구매 전환율,매출,앱 매출,웹 매출,판매일수,평균 일 거래액,앱 판매일수,앱 평균 일 거래액,웹 판매일수,웹 평균 일 거래액,앱 노출여부,웹 노출여부
,27,라마마,타로,23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,연애,새로운만남,-,16500,16000,16500,15900,110,106,FALSE,2022. 9. 22.,"₩12,384",1.16,"₩10,681","70,960","19,015","16,400",23%,"₩203,105,200","₩155,837,400","₩47,267,800","1,249","₩157,081","1,227","₩127,007",792,"₩59,682",노출,노출
,52,판밍밍,사주,16483,사주 살풀이: 타고난 살과 2022년의 살,팔자,일반운세,-,신년운세,18000,13500,9000,6750,60,45,FALSE,2021. 3. 1.,"₩13,126",1.09,"₩12,087","152,330","33,338","30,699",20%,"₩402,942,550","₩153,685,350","₩249,257,200",867,"₩342,056",858,"₩179,120",565,"₩441,163",미노출,미노출
,27,라마마,타로,2505,지금 날 좋아하는 사람은?,연애,연애,새로운만남,-,1500,300,3000,600,20,4,FALSE,2021. 3. 1.,"₩1,612",1.99,₩811,"457,548","200,556","100,884",22%,"₩162,602,150","₩152,153,400","₩10,291,350","1,841","₩87,233","1,841","₩82,647","1,710","₩6,018",노출,노출
,52,판밍밍,사주,24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,연애,새로운만남,-,18000,17250,18000,17250,120,115,FALSE,2022. 12. 1.,"₩14,628",1.07,"₩13,639","42,883","18,163","16,935",39%,"₩247,719,750","₩150,790,950","₩96,928,800","1,040","₩232,601","1,023","₩147,401",736,"₩131,697",노출,노출
,52,판밍밍,사주,26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,팔자,일반운세,-,-,27000,22800,27000,22800,180,152,FALSE,2023. 3. 10.,"₩16,557",1.09,"₩15,207","50,896","18,793","17,261",34%,"₩285,786,900","₩148,678,650","₩137,108,250",862,"₩261,231",837,"₩177,633",526,"₩260,662",노출,노출
,6167,독산언니,사주,34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,결혼,결혼시기,-,21000,,21000,,140,,FALSE,2023. 9. 27.,"₩19,894",1.03,"₩19,267","34,837","11,611","11,245",32%,"₩223,705,150","₩145,562,550","₩78,142,600",801,"₩245,560",781,"₩186,380",578,"₩135,195",노출,노출
,52,판밍밍,사주,18933,인생 피는 필승 사주 : 내 인생 언제 필까? + 필승 개운법 일주 풀이,팔자,일반운세,-,-,36000,30000,36000,30000,240,200,FALSE,2021. 3. 11.,"₩18,284",1.05,"₩17,357","70,399","10,450","9,920",14%,"₩181,379,150","₩141,643,350","₩39,735,800","1,249","₩120,119","1,169","₩121,166",541,"₩73,449",노출,노출
,27,라마마,타로,26214,그 사람도 날 좋아할까?,썸/짝사랑,연애,썸짝사랑,-,15000,13500,15000,13500,100,90,FALSE,2023. 3. 27.,"₩16,681",1.56,"₩10,725","43,963","14,416","9,269",21%,"₩154,614,050","₩137,233,650","₩17,380,400","1,108","₩139,543","1,108","₩123,857",699,"₩24,865",노출,노출
,52,판밍밍,사주,24175,도화살 풀이: 내 매력 언제 터질까?,연애,연애,새로운만남,-,18900,18000,18900,18000,126,120,FALSE,2022. 11. 10.,"₩13,446",1.06,"₩12,640","78,783","20,529","19,298",24%,"₩259,488,400","₩136,009,650","₩123,478,750","1,014","₩211,482",976,"₩139,354",559,"₩220,892",노출,노출
,52,판밍밍,사주,37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,이별/재회,연애,재회,-,21000,19500,21000,19500,140,130,FALSE,2024. 1. 17.,"₩21,025",1.10,"₩19,093","34,765","13,694","12,436",36%,"₩261,462,600","₩133,103,550","₩128,359,050",785,"₩321,998",776,"₩171,525",588,"₩218,298",노출,노출
,52,판밍밍,사주,28729,내 운이 트이는 동네는?(서울편),기타,일반운세,-,-,24000,21000,24000,21000,160,140,FALSE,2023. 5. 26.,"₩18,753",1.09,"₩17,199","91,581","19,940","18,288",20%,"₩342,949,450","₩130,975,500","₩211,973,950",868,"₩339,218",840,"₩155,923",652,"₩325,113",노출,노출
,10127,"인연 사주의 대가, 비단할매",사주,49816,재회 사주: 헤어져도 다시 만날 필연,이별/재회,연애,재회,-,27000,22500,27000,22500,180,150,FALSE,2025. 5. 14.,"₩23,667",1.08,"₩21,955","35,412","25,848","23,979",68%,"₩567,503,700","₩130,221,600","₩437,282,100",329,"₩1,724,935",327,"₩398,231",321,"₩1,362,250",노출,노출
,52,판밍밍,사주,55723,2026년 솔로 탈출 시기,연애,연애,새로운만남,신년운세,24000,22500,24000,22500,160,150,FALSE,2025. 9. 26.,"₩22,956",1.06,"₩21,562","40,302","21,790","20,467",51%,"₩469,843,275","₩129,284,700","₩340,558,575",194,"₩2,421,873",194,"₩666,416",194,"₩1,755,457",노출,노출
,27,라마마,타로,18142,"다음 연애 언제, 어디서 시작될까?",연애,연애,새로운만남,-,12000,10800,12000,10800,80,72,FALSE,2021. 3. 1.,"₩8,819",1.24,"₩7,136","52,995","19,163","15,505",29%,"₩136,745,050","₩124,284,600","₩12,460,450","1,816","₩73,361","1,809","₩68,703",738,"₩16,884",노출,노출
,27,라마마,타로,39091,재회 타로 : 그 사람의 첫 연락,이별/재회,연애,재회,-,13500,12000,13500,12000,90,80,FALSE,2024. 2. 28.,"₩14,195",1.22,"₩11,657","39,252","18,165","14,917",38%,"₩211,742,800","₩120,036,000","₩91,706,800",748,"₩278,243",746,"₩160,906",549,"₩167,043",노출,노출
,27,라마마,타로,400,다시 만날 수 있을까,이별/재회,연애,재회,-,1500,,1500,,10,,FALSE,2021. 3. 1.,"₩2,060",2.43,₩848,"118,526","162,257","66,798",56%,"₩137,586,800","₩118,586,700","₩18,916,700","1,860","₩73,813","1,860","₩63,756","1,683","₩11,240",노출,노출
,7390,"힐링 사주타로, 묘월",사주,34075,"불안한 사랑, 우리 관계의 미래는?",연애,연애,문제해결,-,49500,,49500,,330,,FALSE,2023. 9. 22.,"₩53,324",1.23,"₩43,520","7,642","3,035","2,477",32%,"₩132,083,500","₩114,703,800","₩17,379,700",720,"₩149,416",693,"₩165,518",248,"₩70,079",노출,노출
,52,판밍밍,사주,2326,그 사람과 나의 속궁합,궁합,연애,궁합,-,21000,19800,21000,19800,140,132,FALSE,2021. 3. 1.,"₩15,851",1.29,"₩12,270","40,707","11,611","8,988",22%,"₩142,469,300","₩113,190,150","₩29,279,150","1,707","₩77,345","1,668","₩67,860",768,"₩38,124",노출,노출
,27,라마마,타로,30940,이 사랑의 결말: 그 사람과 나의 인연,연애,연애,-,-,18000,17400,18000,17400,120,116,FALSE,2023. 7. 5.,"₩19,184",1.31,"₩14,648","18,120","8,921","6,812",38%,"₩130,678,150","₩108,163,050","₩22,515,100",977,"₩130,158",967,"₩111,854",600,"₩37,525",노출,노출
